sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
1370242498952,5029,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,5199,0
1370242488568,15741,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-5,,true,83244,0
1370242503985,1730,view topic,,"Number of samples in transaction : 1, number of failing samples : 1",scenario1 1-5,,false,1052,0
1370242498234,8465,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,12170,0
1370242503955,3580,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,25683,0
1370242489528,18359,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-2,,true,76486,0
1370242500560,7912,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,11001,0
1370242500347,8758,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,10850,0
1370242497233,13350,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-3,,true,76485,0
1370242508476,2131,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,25643,0
1370242490899,19808,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-2,,true,83243,0
1370242504313,6852,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-5,,true,10828,0
1370242505719,6386,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-5,,true,76485,0
1370242507891,6061,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,12170,0
1370242509109,5433,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,25798,0
1370242510587,4567,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,12169,0
1370242510711,4630,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,10889,0
1370242507538,8272,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-4,,true,76485,0
1370242511168,5844,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-5,,true,24084,0
1370242496937,20954,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-4,,true,83244,0
1370242512109,7308,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,12170,0
1370242515342,4889,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,24130,0
1370242517892,3423,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-4,,true,11612,0
1370242515811,7540,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,12170,0
1370242521316,6277,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-4,,true,18811,0
1370242506702,23353,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-1,,true,83243,0
1370242513956,17537,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-2,,true,83245,0
1370242531494,2844,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,18668,0
1370242510611,24287,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-1,,true,33226,0
1370242515155,19952,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-3,,true,83245,0
1370242530056,5862,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,5200,0
1370242535919,2814,view topic,,"Number of samples in transaction : 1, number of failing samples : 1",scenario1 1-1,,false,1052,0
1370242514543,24337,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-3,,true,56322,0
1370242534340,4881,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,26285,0
1370242520232,20132,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-2,,true,33190,0
1370242535108,6088,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,18787,0
1370242523352,18220,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-4,,true,83245,0
1370242519418,22487,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-5,,true,83246,0
1370242517013,25422,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-5,,true,57154,0
1370242541908,1406,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,16413,0
1370242543318,426,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,20504,0
1370242541576,2188,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,19502,0
1370242543767,2181,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,19651,0
1370242534899,11725,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-1,,true,76439,0
1370242539222,8475,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-2,,true,76486,0
1370242527594,22595,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-4,,true,29879,0
1370242541200,9065,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,25691,0
1370242546628,4218,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,12171,0
1370242540365,12599,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-2,,true,76440,0
1370242542444,10790,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-5,,true,76440,0
1370242553239,478,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-5,,true,12171,0
1370242538881,15233,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-3,,true,76439,0
1370242538735,15946,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-1,,true,76487,0
1370242545952,9738,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-4,,true,76486,0
1370242554120,1665,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,12171,0
1370242552970,3166,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,12171,0
1370242547701,8654,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,12171,0
1370242543748,19259,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-5,,true,76488,0
1370242554686,8419,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,12171,0
1370242555694,8852,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,12171,0
1370242550269,14606,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-3,,true,76486,0
1370242563012,3871,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,12170,0
1370242550851,18011,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-1,,true,83245,0
1370242555788,13751,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-3,,true,83244,0
1370242550194,20183,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-4,,true,76440,0
1370242564878,5917,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,12171,0
1370242568865,3038,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,10827,0
1370242569542,2518,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,11821,0
1370242556358,15714,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-2,,true,83243,0
1370242556139,17608,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-2,,true,83245,0
1370242570381,4707,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-4,,true,12171,0
1370242573750,1377,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,11559,0
1370242572075,3520,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,5199,0
1370242553720,22495,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-5,,true,83246,0
1370242572064,4816,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,25712,0
1370242571906,5188,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,25746,0
1370242576218,1638,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-5,,true,12004,0
1370242575130,2732,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,19788,0
1370242575598,3346,view topic,,"Number of samples in transaction : 1, number of failing samples : 1",scenario1 1-2,,false,1052,0
1370242564549,14714,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-4,,true,83245,0
1370242579267,301,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,8999,0
1370242566886,14160,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-5,,true,83243,0
1370242581050,3323,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,5199,0
1370242577861,7379,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-5,,true,20434,0
1370242563109,23899,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-1,,true,83246,0
1370242587011,1320,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,19502,0
1370242584376,4101,view topic,,"Number of samples in transaction : 1, number of failing samples : 1",scenario1 1-5,,false,1052,0
1370242579572,8927,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,25684,0
1370242575092,13738,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-4,,true,83245,0
1370242578947,10987,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-2,,true,76487,0
1370242589937,1927,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,12170,0
1370242577097,18537,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-1,,true,34082,0
1370242588834,7460,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-4,,true,11006,0
1370242576883,19823,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-3,,true,34567,0
1370242570798,26186,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-3,,true,83246,0
1370242588335,8767,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,19714,0
1370242588481,10682,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-5,,true,76486,0
1370242596298,3920,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-4,,true,25915,0
1370242599167,3270,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,12108,0
1370242596713,5853,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-3,,true,76377,0
1370242588503,14601,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-4,,true,76424,0
1370242602571,631,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,12109,0
1370242603108,290,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,12108,0
1370242596988,7977,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,18668,0
1370242577866,27162,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-2,,true,30606,0
1370242595638,10216,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-1,,true,76377,0
1370242597106,9193,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-1,,true,76423,0
1370242591867,14686,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-2,,true,83181,0
1370242604970,1592,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,26216,0
1370242606558,1210,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,16413,0
1370242607772,570,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,20552,0
1370242605858,4417,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,12109,0
1370242585244,27890,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-5,,true,30892,0
1370242606304,8520,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,12109,0
1370242606567,12302,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-3,,true,76423,0
1370242608345,11567,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-2,,true,76424,0
1370242603205,18361,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-3,,true,83183,0
1370242621567,541,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,11796,0
1370242602440,20489,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-5,,true,83181,0
1370242605032,18922,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-2,,true,76378,0
1370242600222,23738,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-4,,true,33809,0
1370242622109,1957,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,26338,0
1370242618870,5536,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,12109,0
1370242603401,23656,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-4,,true,83244,0
1370242627059,581,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,5199,0
1370242619913,8291,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,12171,0
1370242627641,1434,view topic,,"Number of samples in transaction : 1, number of failing samples : 1",scenario1 1-4,,false,1052,0
1370242613138,16003,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-5,,true,76441,0
1370242623968,5387,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,12171,0
1370242614825,15151,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-1,,true,83245,0
1370242622931,8650,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,19168,0
1370242610279,25312,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-1,,true,83246,0
1370242629142,6788,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-5,,true,12171,0
1370242629977,6371,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,19161,0
1370242636354,1930,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,26219,0
1370242629077,9730,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-4,,true,76486,0
1370242631583,8187,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,23612,0
1370242635592,7090,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,12009,0
1370242623963,20754,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-4,,true,76440,0
1370242629356,16155,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-2,,true,83244,0
1370242638809,7016,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,12171,0
1370242628205,18479,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-2,,true,83244,0
1370242645513,1310,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,11796,0
1370242624067,22850,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-3,,true,34225,0
1370242646686,688,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,19167,0
1370242642684,4892,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,21984,0
1370242638286,10241,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-1,,true,76486,0
1370242644719,4028,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-4,,true,12171,0
1370242648529,1678,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,12170,0
1370242624408,27433,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-3,,true,83246,0
1370242647376,7180,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,23612,0
1370242635931,18655,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-5,,true,83244,0
1370242646824,8136,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,26255,0
1370242651843,5176,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,17416,0
1370242639772,18764,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-5,,true,76487,0
1370242654588,3979,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-5,,true,11005,0
1370242658569,564,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-5,,true,26184,0
1370242658539,1973,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,12170,0
1370242650208,10346,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-1,,true,83243,0
1370242657020,4117,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,22214,0
1370242646919,14600,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-3,,true,76439,0
1370242661521,4959,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,12171,0
1370242647577,19097,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-1,,true,31762,0
1370242660555,6559,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,18414,0
1370242645827,22119,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-4,,true,83246,0
1370242648748,19810,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-4,,true,83246,0
1370242654562,16413,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-2,,true,76486,0
1370242667117,4522,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,23709,0
1370242668560,3974,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-4,,true,10796,0
1370242672535,1335,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-4,,true,25824,0
1370242661139,13613,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-3,,true,76486,0
1370242666676,8322,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-1,,true,76439,0
1370242667948,7428,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,18668,0
1370242660517,14908,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-5,,true,83243,0
1370242654962,20558,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-2,,true,33206,0
1370242674999,1140,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,12171,0
1370242670978,5900,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,12171,0
1370242674755,4772,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-3,,true,12170,0
1370242675427,4635,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,19167,0
1370242680063,533,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,23604,0
1370242675381,7366,view topic,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-4,,true,14921,0
1370242671640,13867,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-1,,true,76424,0
1370242676140,10087,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-1,,true,83182,0
1370242659135,28137,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-5,,true,33441,0
1370242666482,20827,login,200,"Number of samples in transaction : 4, number of failing samples : 0",Scenario2 2-3,,true,83121,0
1370242686228,3243,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,10787,0
1370242689473,292,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-1,,true,25463,0
1370242673871,17080,post reply ,200,"Number of samples in transaction : 2, number of failing samples : 0",Scenario2 2-4,,true,56765,0
1370242675523,16579,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-2,,true,76253,0
1370242685508,6764,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-1,,true,11985,0
1370242680597,12933,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",scenario1 1-5,,true,76301,0
1370242692104,1812,home,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-2,,true,11985,0
1370242693532,618,home,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-5,,true,11984,0
1370242687310,7528,choose forum,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,11919,0
1370242676879,21928,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-2,,true,83183,0
1370242690953,10951,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-4,,true,76377,0
1370242694839,9039,choose topic,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario2 2-3,,true,23548,0
1370242687291,17610,logout,200,"Number of samples in transaction : 3, number of failing samples : 0",Scenario2 2-5,,true,76377,0
1370242679528,26856,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-3,,true,83186,0
1370242698808,8006,search forums,200,"Number of samples in transaction : 1, number of failing samples : 0",scenario1 1-2,,true,5200,0
1370242692274,14881,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-1,,true,83181,0
1370242694151,13168,login,200,"Number of samples in transaction : 4, number of failing samples : 0",scenario1 1-5,,true,83182,0
